cache_mb,capacity_gb,category,form_factor,interface,lighting,manufacturer,name,opendb_id,part_id,release_year,series,storage_type,variant
,8000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate SkyHawk AI 8TB 3.5"" HDD 7200RPM SATA 6.0 Gb/s",d19a27a4-30be-40b8-b1bf-690b38eda920,hdd_0791,,SkyHawk,HDD,8000GB
,1000,hdd,"3.5""",SATA 3.0 Gb/s,,Western Digital,"Western Digital Green 1TB 3.5"" HDD 5400RPM SATA 3.0 Gb/s",d1f4fbad-508f-417e-b8dc-3d1960323521,hdd_0792,,Green,HDD,1000GB
,18000,hdd,"3.5""",SAS 12.0 Gb/s,,Western Digital,"Western Digital Ultrastar DC HC550 18TB HDD 7200RPM 3.5"" SAS 12.0 Gb/s",d2ae368b-47f0-4d3f-b90b-95cacaf91b4e,hdd_0793,,Ultrastar,HDD,18000GB
,1000,hdd,"2.5""",SATA 3.0 Gb/s,,Toshiba,"Toshiba MQ01ABD100 1TB HDD 2.5"" 5400RPM SATA 3.0 Gb/s Internal",d344ac78-7a7d-42c8-82cd-5b1b379c2f11,hdd_0794,,MQ01ABD100,HDD,1000GB
256,4000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate Exos 7E10 512e/4Kn 4TB HDD 7200RPM 3.5"" SATA 6.0 Gb/s",d36ab758-68ca-4d6f-afb2-6296e22bae9e,hdd_0795,,Exos,HDD,4000GB
512,26000,hdd,"3.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital Purple Pro 26 TB 3.5"" HDD 7200RPM SATA 6.0 Gb/s",d3c06493-afe6-4622-bc29-f9d22d1adb94,hdd_0796,,Purple,HDD,26000GB
,10000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate Exos X14 10TB 3.5"" HDD 7200RPM SATA 6.0 Gb/s Internal",d4a96d98-295d-439d-9851-f8c3a99bad35,hdd_0797,,Exos,HDD,10000GB
,2000,hdd,"3.5""",SATA 6.0 Gb/s,,Toshiba,"Toshiba P300 2TB 3.5"" HDD 5400RPM SATA 6.0 Gb/s Internal",d4aca340-3e5e-4b28-8abe-77e4ecd68896,hdd_0798,,P300,HDD,2000GB
,5000,hdd,"3.5""",SATA 6.0 Gb/s,,Toshiba,"Toshiba PH3500U-1I72 5TB 3.5"" HDD 7200RPM SATA 6.0 Gb/s Internal",d4e45eaf-bf70-4784-bd95-e286b3fbacfe,hdd_0799,,PH3500U-1I72,HDD,5000GB
,14000,hdd,"3.5""",SATA 6.0 Gb/s,,Toshiba,"Toshiba N300 Pro 14TB 3.5"" HDD 7200 RPM SATA",d575de7c-3589-4527-a5f8-c208bfd5561f,hdd_0800,,N300,HDD,14000GB
,8000,hdd,"3.5""",SAS 12.0 Gb/s,,Hitachi,"Hitachi Ultrastar He8 8TB 3.5"" HDD 7200RPM SAS 12.0 Gb/s",d595e8fd-17b1-4f1c-b2e7-1fbf6098308a,hdd_0801,,Ultrastar,HDD,8000GB
,2000,hdd,"3.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital Blue 2TB 3.5"" HDD 5400RPM SATA",d5ca4fc7-8983-4113-8857-5130aa488445,hdd_0802,,Blue,HDD,2000GB
,3000,hdd,"3.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital Red Pro 3TB HDD 3.5"" SATA",d62d017e-338c-4ed4-ace2-afb9c834f9f8,hdd_0803,,Red,HDD,3000GB
,750,hdd,"3.5""",SATA 3.0 Gb/s,,Western Digital,"Western Digital RE3 750GB HDD 3.5"" 7200RPM SATA 3.0 Gb/s",d651b5c9-fd93-4b2d-8388-cd3145ed225b,hdd_0804,,RE3,HDD,750GB
,6000,hdd,"3.5""",SAS 6.0 Gb/s,,Seagate,"Seagate Enterprise Capacity 6TB 3.5"" HDD 7200RPM SAS 6.0 Gb/s",d6596cf9-f559-44ad-941d-1dbae31d9674,hdd_0805,,Enterprise,HDD,6000GB
,12000,hdd,"3.5""",SATA 6.0 Gb/s,,Toshiba,"Toshiba X300 12TB HDD 3.5"" 7200RPM SATA",d65e7012-deb2-428d-ab56-71b486c98696,hdd_0806,,X300,HDD,12000GB
,6000,hdd,"3.5""",SATA 6.0 Gb/s,,Toshiba,"Toshiba N300 6TB 3.5"" HDD 7200RPM SATA Internal",d667ed5f-65b0-43a5-b624-92bf75116021,hdd_0807,,N300,HDD,6000GB
,16000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate SkyHawk AI 16TB HDD 3.5"" SATA",d6746cd6-b0c0-4af3-bebc-46061eac928d,hdd_0808,,SkyHawk,HDD,16000GB
,2000,hdd,"3.5""",SAS 6.0 Gb/s,,Toshiba,"Toshiba HDD3B03 2TB HDD 3.5"" 7200RPM SAS 6.0 Gb/s Internal",d6ae6877-fdce-4a42-a75f-1ea7bb1a3dc6,hdd_0809,,HDD3B03,HDD,2000GB
,2000,hdd,"3.5""",SATA 6.0 Gb/s,,Hitachi,"Hitachi 5K3000 2TB 3.5"" HDD 5400RPM SATA",d6b818e8-3af6-47ba-81f5-851c2d4343fc,hdd_0810,,5K3000,HDD,2000GB
,8000,hdd,"3.5""",SATA 6.0 Gb/s,,Toshiba,"Toshiba MG05ACA800E 8TB HDD 3.5"" SATA",d70c7b06-665c-4260-b45b-343dad1a01ec,hdd_0811,,MG05ACA800E,HDD,8000GB
,1000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate BarraCuda 1TB 3.5"" HDD 7200RPM SATA Internal",d70f5fd1-4623-46f8-b35d-3bd64b40e847,hdd_0812,,BarraCuda,HDD,1000GB
,80,hdd,"2.5""",SATA 3.0 Gb/s,,Seagate,"Seagate ST980813AS 80 GB Internal HDD 7200RPM 2.5"" SATA 3.0 Gb/s",d749dd72-90bf-4a99-8ffd-c904ed01f47b,hdd_0813,,ST980813AS,HDD,80GB
,4000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate IronWolf NAS 4TB HDD 3.5"" 5900 RPM SATA 6.0 Gb/s Internal",d75d4bbe-4f12-46fb-916a-59354756dc69,hdd_0814,,IronWolf,HDD,4000GB
,8000,hdd,"3.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital Red Pro 8 TB HDD 3.5"" 7200RPM SATA 6.0 Gb/s",d7ce917d-e65e-4798-954a-e61d1fa962cc,hdd_0815,,Red,HDD,8000GB
,4000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate BarraCuda 4TB 5900RPM HDD 3.5"" SATA",d7dd7270-16a5-43cf-928b-cf7728cebcd2,hdd_0816,,BarraCuda,HDD,4000GB
,10000,hdd,"3.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital Purple 10TB 3.5"" Internal HDD 7200RPM SATA 6.0 Gb/s",d7e66c94-988e-4416-888a-cf59e42f3c98,hdd_0817,,Purple,HDD,10000GB
,3000,hdd,"3.5""",SATA 6.0 Gb/s,,Hitachi,"Hitachi HDS723030ALA640 3TB HDD 7200RPM 3.5"" SATA 6.0 Gb/s",d7f69f21-8e3b-4eba-830c-1b6af93686b1,hdd_0818,,HDS723030ALA640,HDD,3000GB
,6000,hdd,"3.5""",SATA 6.0 Gb/s,,Toshiba,"Toshiba X300 6TB HDD 3.5"" SATA",d81293f2-dceb-46ac-8c76-65821691a75b,hdd_0819,,X300,HDD,6000GB
512,20000,hdd,"3.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital WD Red Pro 20 TB 3.5"" HDD 7200RPM SATA 6.0 Gb/s",d82e8869-089b-45de-b20e-3cb8f656682b,hdd_0820,,WD,HDD,20000GB
,400,hdd,"2.5""",SATA 3.0 Gb/s,,Western Digital,"Western Digital Scorpio Blue 400GB HDD 2.5"" 5400RPM SATA",d830163d-0da5-4e76-9d20-5d5c0094c5bc,hdd_0821,,Scorpio,HDD,400GB
,2000,hdd,"3.5""",SATA 3.0 Gb/s,,Seagate,"Seagate BarraCuda 2TB 3.5"" HDD 5900RPM SATA 3.0 Gb/s Internal",d834711e-729f-44ef-8e78-569a84c26cf0,hdd_0822,,BarraCuda,HDD,2000GB
,500,hdd,"3.5""",SATA 6.0 Gb/s,,Hitachi,"Hitachi Deskstar 7K1000.D 500GB HDD 7200RPM 3.5"" SATA",d84618a1-83ac-4e7f-a7c0-d58e361daff3,hdd_0823,,Deskstar,HDD,500GB
,640,hdd,"2.5""",SATA 3.0 Gb/s,,Western Digital,"Western Digital Scorpio Blue 640GB HDD 2.5"" SATA",d8bb3a72-cd08-4fd5-a2e6-084b0beec76a,hdd_0824,,Scorpio,HDD,640GB
,6000,hdd,"3.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital Purple 6TB HDD 3.5"" 5640RPM SATA",d925897d-9263-4c15-aef1-407233ab8934,hdd_0825,,Purple,HDD,6000GB
,4000,hdd,"3.5""",SATA 3.0 Gb/s,,Western Digital,"Western Digital WD Blue 4TB 3.5"" HDD 5400RPM SATA",d9bbf71d-393d-4b50-b189-da4d9f1de76b,hdd_0826,,WD,HDD,4000GB
,750,hdd,"2.5""",SATA 3.0 Gb/s,,Western Digital,"Western Digital Scorpio Black 750 GB 2.5"" HDD 7200RPM SATA Internal",da02df5c-dd8a-4eaa-a4f9-8e09e156222e,hdd_0827,,Scorpio,HDD,750GB
,3000,hdd,"3.5""",SATA 3.0 Gb/s,,Western Digital,"Western Digital Caviar 3TB HDD 3.5"" SATA",da32e58d-4018-45bf-92e9-d0cf929e86ec,hdd_0828,,Caviar,HDD,3000GB
,6000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate BarraCuda 6TB HDD 3.5"" SATA",da547e05-3218-456e-adb5-1973c0e355d5,hdd_0829,,BarraCuda,HDD,6000GB
,6000,hdd,"3.5""",SATA 6.0 Gb/s,,Toshiba,"Toshiba X300 6TB 3.5"" HDD 7200RPM SATA 6.0 Gb/s Internal",da8876e9-b9c2-48ea-a051-2cd6dbca6367,hdd_0830,,X300,HDD,6000GB
,1000,hdd,"3.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital Caviar Black 1TB HDD 3.5"" 7200RPM SATA 6.0 Gb/s",dac41602-8596-4c1f-b6c0-abe106f7966e,hdd_0831,,Caviar,HDD,1000GB
,300,hdd,"3.5""",SATA 3.0 Gb/s,,Western Digital,"Western Digital VelociRaptor 300GB HDD 3.5"" 10000RPM SATA Internal",dae47167-e6f6-43c4-ab62-565bd2630a9b,hdd_0832,,VelociRaptor,HDD,300GB
,1000,hdd,"2.5""",SATA 6.0 Gb/s,,Toshiba,"Toshiba MQ01ABD-V 1TB 2.5"" HDD 5400RPM SATA 6.0 Gb/s Internal",db0fefec-3174-4f3c-83e2-d9a80d899b18,hdd_0833,,MQ01ABD-V,HDD,1000GB
,2000,hdd,"3.5""",SATA 6.0 Gb/s,,Toshiba,"Toshiba P300 2TB 3.5"" HDD 7200RPM SATA 6.0 Gb/s Internal",db124465-458c-43ed-ad10-d10e8c5e0a87,hdd_0834,,P300,HDD,2000GB
,500,hdd,"2.5""",SATA 3.0 Gb/s,,Toshiba,"Toshiba MK5061GSYN 500GB HDD 7200RPM 2.5"" SATA 3.0 Gb/s Internal",db15b125-15c2-45a9-9757-836b93cf46ac,hdd_0835,,MK5061GSYN,HDD,500GB
,500,hdd,"2.5""",SATA 3.0 Gb/s,,Hitachi,"Hitachi Travelstar Z5K500 500GB 2.5"" HDD 5400RPM SATA 3.0 Gb/s",db41c200-b396-485b-b277-5bcacb5c0e17,hdd_0836,,Travelstar,HDD,500GB
,2000,hdd,"3.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital SE 2TB HDD 3.5"" 7200RPM SATA 6.0 Gb/s Internal",db659fdd-c3fd-4659-b3a4-a0e8672057f9,hdd_0837,,SE,HDD,2000GB
,2000,hdd,"3.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital WDBSLA0020HNC-NRSN 2TB Internal HDD 3.5"" 7200RPM SATA 6.0 Gb/s",db6e1ad2-50f3-4ada-864e-a5d848e5b8d7,hdd_0838,,WDBSLA0020HNC-NRSN,HDD,2000GB
,1000,hdd,"3.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital Red Plus 1TB HDD 3.5"" SATA",dba5e70b-a7f5-4b68-9d7a-4bdf256de04b,hdd_0839,,Red,HDD,1000GB
,500,hdd,"2.5""",SATA 6.0 Gb/s,,Toshiba,"Toshiba MQ01ABD050V 500GB HDD 2.5"" 5400RPM SATA 6.0 Gb/s Internal",dbad4e85-1366-47df-849f-3743eac6d106,hdd_0840,,MQ01ABD050V,HDD,500GB
,1000,hdd,"3.5""",SATA 3.0 Gb/s,,Hitachi,"Hitachi Deskstar 1TB HDD 5400RPM 3.5"" SATA",dc2bad1f-982f-4ac0-a73b-b145e6a64cf9,hdd_0841,,Deskstar,HDD,1000GB
,1000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate Constellation ES 1TB 3.5"" 7200RPM HDD SATA",dc663737-db8d-48e2-98a7-c4127116aef0,hdd_0842,,Constellation,HDD,1000GB
,8000,hdd,"3.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital Red Plus 8TB 3.5"" HDD 5640RPM SATA 6.0 Gb/s",dd1d5777-5e9a-4d8e-b9f4-f28285bd5c8a,hdd_0843,,Red,HDD,8000GB
,80,hdd,"2.5""",SATA 3.0 Gb/s,,Western Digital,"Western Digital Scorpio Black 80GB HDD 2.5"" SATA",dd201b26-2ae6-43e3-9d78-f6fa499e43cb,hdd_0844,,Scorpio,HDD,80GB
,4000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate IronWolf NAS 4TB HDD 3.5"" 5400RPM SATA",dd32e7b3-8a1e-407f-b08a-18b7aa73854f,hdd_0845,,IronWolf,HDD,4000GB
512,12000,hdd,"3.5""",SATA 6.0 Gb/s,,Toshiba,"Toshiba N300 NAS 12 TB HDD 3.5"" 7200RPM SATA",ddb8b82a-191d-4c00-8a7f-fcc2d2667f31,hdd_0846,,N300,HDD,12000GB
,500,hdd,"2.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital Caviar Blue 500 GB HDD 5400 RPM 2.5"" SATA 6.0 Gb/s",ddbb160c-5b09-4fde-8519-84224207e44f,hdd_0847,,Caviar,HDD,500GB
,8000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate SkyHawk 8TB 3.5"" HDD 5900RPM SATA",de181ffc-fea6-4815-888c-fa1bf00add33,hdd_0848,,SkyHawk,HDD,8000GB
,3000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate IronWolf NAS 3TB HDD 3.5"" 5900RPM SATA",de539334-cca7-4b04-8758-04e33f96e4fa,hdd_0849,,IronWolf,HDD,3000GB
,8000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate Enterprise Capacity 8TB HDD 7200RPM 3.5"" SATA 6.0 Gb/s",de5e5338-d09e-403d-93f4-e63a70ab9ea2,hdd_0850,,Enterprise,HDD,8000GB
512,24000,hdd,"3.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital WD Red Pro 24 TB HDD 7200RPM 3.5"" SATA 6.0 Gb/s",de7e9aa8-1f94-47f2-8e36-fd5f9930db80,hdd_0851,,WD,HDD,24000GB
,2000,hdd,"3.5""",SATA 6.0 Gb/s,,Western Digital,WD_BLACK 3.5-Inch Gaming Hard Drive - 2TB,de8ea285-2789-4780-a807-5e5c659ca7fa,hdd_0852,2022,WD_BLACK,HDD,2TB
,1000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate BarraCuda 1TB HDD 7200RPM 3.5"" SATA 6.0 Gb/s Internal",df04c79f-e567-4630-9c5b-0ecc7bca952d,hdd_0853,,BarraCuda,HDD,1000GB
,4000,hdd,"2.5""",SATA 6.0 Gb/s,,Seagate,"Seagate ST4000LM016 4TB HDD 2.5"" 5400RPM SATA Internal",df70d799-4379-4e01-900e-4232a35b68cf,hdd_0854,,ST4000LM016,HDD,4000GB
,16000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate Exos X24 16TB 3.5"" HDD 7200RPM SATA 6.0 Gb/s",dfd4fc25-712d-49da-a974-220ff62e2512,hdd_0855,,Exos,HDD,16000GB
,12000,hdd,"3.5""",SATA 6.0 Gb/s,,Toshiba,"Toshiba N300 Pro 12TB 3.5"" HDD 7200RPM SATA 6.0 Gb/s",dfd6caf2-8ebf-452a-ac29-7311e2f3044c,hdd_0856,,N300,HDD,12000GB
,8000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate BarraCuda Pro 8TB HDD 3.5"" 7200RPM SATA",dfe815b0-37fe-422a-9759-a7106017a5f4,hdd_0857,,BarraCuda,HDD,8000GB
,500,hdd,"3.5""",SATA 3.0 Gb/s,,Western Digital,"Western Digital RE3 500 GB HDD 3.5"" 7200RPM SATA 3.0 Gb/s",e071106b-f466-46b2-91ad-328e16cdc8b1,hdd_0858,,RE3,HDD,500GB
,160,hdd,"3.5""",SATA 3.0 Gb/s,,Western Digital,"Western Digital Caviar Blue 160GB 3.5"" HDD 7200RPM SATA 3.0 Gb/s",e0ae2f88-de85-415f-b461-43f3c5e050f5,hdd_0859,,Caviar,HDD,160GB
,5000,hdd,"3.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital RE 5TB 3.5"" HDD 7200RPM SATA",e16edbdb-ab62-4ecd-a2a7-450648198972,hdd_0860,,RE,HDD,5000GB
,4000,hdd,"3.5""",SATA 6.0 Gb/s,,Toshiba,"Toshiba S300 4TB HDD 3.5"" SATA",e1a6c29f-0400-4302-89ee-dc1913e624e8,hdd_0861,,S300,HDD,4000GB
,10000,hdd,"3.5""",SATA 6.0 Gb/s,,Toshiba,"Toshiba S300 Pro 10TB HDD 3.5"" SATA",e1aabad7-de26-4fff-85e1-f1fc52e74839,hdd_0862,,S300,HDD,10000GB
,6000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate Barracuda Compute 6TB HDD 3.5"" 5400RPM SATA",e1d1a14f-a0f7-4ee6-887d-1bc79f4c507d,hdd_0863,,Barracuda,HDD,6000GB
,500,hdd,"3.5""",SATA 3.0 Gb/s,,Seagate,"Seagate BarraCuda 500GB HDD 3.5"" 7200RPM SATA Internal",e1e86404-6692-4e06-980b-33b04e54702a,hdd_0864,,BarraCuda,HDD,500GB
,1000,hdd,"2.5""",SAS 3.0 Gb/s,,Dell,"Dell 342-3520 1TB HDD 2.5"" SAS 3.0 Gb/s",e2829c3a-587a-4ecb-b71d-9b2f8bc42643,hdd_0865,,342-3520,HDD,1000GB
,2000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate IronWolf NAS 2TB 3.5"" HDD 5400 RPM SATA 6.0 Gb/s",e309ec78-eb61-4458-9fb8-7b6b3cc93997,hdd_0866,,IronWolf,HDD,2000GB
,16000,hdd,"3.5""",SATA 6.0 Gb/s,,Toshiba,"Toshiba X300 16TB HDD 3.5"" SATA",e3112397-25f3-4a1d-8553-118f19877633,hdd_0867,,X300,HDD,16000GB
,4000,hdd,"3.5""",SATA 6.0 Gb/s,,Toshiba,"Toshiba DT02 4TB 3.5"" HDD 5400RPM SATA Internal",e314f6f3-cc96-4e8d-b683-27351feb6afd,hdd_0868,,DT02,HDD,4000GB
,1000,hdd,"3.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital SE 1TB HDD 7200RPM 3.5"" SATA",e32319fb-0226-4671-ae6f-6cd3991b98fc,hdd_0869,,SE,HDD,1000GB
8,1000,hdd,"2.5""",SATA 3.0 Gb/s,,Western Digital,"Western Digital Scorpio Blue 1TB 2.5"" HDD 5200RPM SATA",e3790bc5-d709-4e24-9baa-9f5e085651b5,hdd_0870,,Scorpio,HDD,1000GB
,3000,hdd,"3.5""",SAS 6.0 Gb/s,,Seagate,"Seagate Constellation ES.2 3TB Internal HDD 7200RPM 3.5"" SAS 6.0 Gb/s",e3805de8-b6da-4b69-a76f-c2f631f2df1f,hdd_0871,,Constellation,HDD,3000GB
256,10000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate IronWolf Pro 10TB 3.5"" HDD 7200RPM SATA",e3dd081f-cc50-4514-80f4-f519d714028e,hdd_0872,,IronWolf,HDD,10000GB
,1000,hdd,"3.5""",SATA 6.0 Gb/s,,Toshiba,"Toshiba S300 1TB 3.5"" HDD 5700 RPM SATA 6.0 Gb/s Internal",e420eadb-13e8-48ce-ab31-0962633c6b03,hdd_0873,,S300,HDD,1000GB
,4000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate Surveillance 4TB HDD 3.5"" SATA 5900 RPM Internal",e42a249b-584c-42c3-8d41-17264dbfaefd,hdd_0874,,Surveillance,HDD,4000GB
,2000,hdd,"3.5""",SATA 3.0 Gb/s,,Western Digital,"Western Digital Caviar Green 2TB HDD 3.5"" 5400RPM SATA 3.0 Gb/s",e45cc0bf-d10c-4ab0-af57-3d16c207a5f3,hdd_0875,,Caviar,HDD,2000GB
,1000,hdd,"3.5""",SATA 3.0 Gb/s,,Hitachi,"Hitachi 7K1000 1TB 3.5"" HDD 7200 RPM Internal SATA 3.0 Gb/s",e488e613-803c-484c-88c3-2ee025d497ce,hdd_0876,,7K1000,HDD,1000GB
,500,hdd,"3.5""",SATA 3.0 Gb/s,,Western Digital,"Western Digital RE4 500GB HDD 7200RPM 3.5"" SATA",e4b8fbac-aa4f-4640-8012-13e89dc3749e,hdd_0877,,RE4,HDD,500GB
,10000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate Enterprise Capacity 10TB HDD 3.5"" 7200RPM SATA",e5211d9f-e9cb-44ab-8fba-fa12e0435077,hdd_0878,,Enterprise,HDD,10000GB
,4000,hdd,"3.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital Blue 4TB HDD 3.5"" 5400RPM SATA 6.0 Gb/s",e52a99dd-23d7-43c8-bb3f-5a994ee3eafd,hdd_0879,,Blue,HDD,4000GB
,8000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate Enterprise 8 TB 3.5"" HDD 7200 RPM SATA 6.0 Gb/s Internal",e55494a3-3fea-4218-b578-d9f633a95ec0,hdd_0880,,Enterprise,HDD,8000GB
,2000,hdd,"3.5""",SATA 3.0 Gb/s,,Seagate,"Seagate Constellation ES 2TB 3.5"" HDD 7200RPM SATA Internal",e5847c67-41c3-4c59-ac60-34390b51ec4a,hdd_0881,,Constellation,HDD,2000GB
,20000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate Exos X22 20TB 3.5"" Internal HDD 7200RPM SATA 6.0 Gb/s",e58e7721-a7f6-4c4e-896d-0ce73ed7340a,hdd_0882,,Exos,HDD,20000GB
,500,hdd,"3.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital Purple 500 GB 3.5"" HDD 5400 RPM SATA 6.0 Gb/s Internal",e5e71342-ae0a-4d4f-9721-f2364a4834fb,hdd_0883,,Purple,HDD,500GB
,3000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate ST3000VM002 3TB 3.5"" HDD 5900RPM SATA Internal",e6444333-5e9a-43f5-ba43-47c64e64baac,hdd_0884,,ST3000VM002,HDD,3000GB
,18000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate IronWolf NAS 18TB 3.5"" HDD 7200RPM SATA 6.0 Gb/s Internal",e743c708-f724-43d4-adc2-910ef2834736,hdd_0885,,IronWolf,HDD,18000GB
,500,hdd,"2.5""",SATA 3.0 Gb/s,,Seagate,"Seagate Momentus Thin 500GB HDD 2.5"" SATA",e7472f88-5861-4849-85a2-13f361cf61de,hdd_0886,,Momentus,HDD,500GB
,250,hdd,"2.5""",SATA 3.0 Gb/s,,Toshiba,"Toshiba MK2576GSX 250GB 2.5"" HDD 5400RPM SATA",e74f1b82-fa9f-4a5b-8001-359a5d719ab5,hdd_0887,,MK2576GSX,HDD,250GB
,320,hdd,"3.5""",SATA 3.0 Gb/s,,Western Digital,"Western Digital Caviar Blue 320GB HDD 3.5"" SATA",e7819664-26b0-4095-9b64-9162dbaa6eba,hdd_0888,,Caviar,HDD,320GB
,18000,hdd,"3.5""",SAS 12.0 Gb/s,,Seagate,"Seagate Exos X18 18TB 3.5"" HDD 7200RPM SAS 12.0 Gb/s",e7bd1f03-7b60-464f-9543-97af724881eb,hdd_0889,,Exos,HDD,18000GB
,1000,hdd,"3.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital WD Blue 1TB 3.5"" HDD 5400RPM SATA 6.0 Gb/s",e7e2a0b2-310a-429f-b1c8-0e916b5e7b4a,hdd_0890,,WD,HDD,1000GB
,500,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate BarraCuda 500 GB 3.5"" 7200 RPM Internal Hard Drive",e7f6bce0-b2b2-40cb-86ea-4929bbabef60,hdd_0891,2016,BarraCuda,HDD,500GB 7200RPM
,2000,hdd,"2.5""",SATA 6.0 Gb/s,,Samsung,"Samsung Spinpoint 2TB HDD 2.5"" SATA",e8581de6-3808-45b0-b4aa-999c0e521081,hdd_0892,,Spinpoint,HDD,2000GB
,2000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate Exos 7E10 512n 2TB HDD 3.5"" SATA",e8596e8d-f1d9-4528-a5e1-f38e2d455ccb,hdd_0893,,Exos,HDD,2000GB
,500,hdd,"3.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital Caviar Blue 500GB HDD 3.5"" SATA",e8601753-4e1c-4a55-92aa-5ed6b0c7d1ae,hdd_0894,,Caviar,HDD,500GB
,1000,hdd,"3.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital RE 1TB 3.5"" HDD 7200RPM SATA 6.0 Gb/s",e8639767-5466-453b-a1cd-fa5a0bcecdb0,hdd_0895,,RE,HDD,1000GB
,500,hdd,"2.5""",SATA 3.0 Gb/s,,Toshiba,"Toshiba MK5076GSX 500GB HDD 2.5"" SATA",e87a7f74-9a7b-4f99-a62c-0cd1a38ed1e2,hdd_0896,,MK5076GSX,HDD,500GB
,500,hdd,"3.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital Caviar Blue 500GB HDD 7200RPM 3.5"" SATA",e88b60b2-ad17-426a-b761-32695d6cfb30,hdd_0897,,Caviar,HDD,500GB
,1000,hdd,"3.5""",SATA 6.0 Gb/s,,Toshiba,"Toshiba DT01ACA100 1TB HDD 3.5"" 7200RPM SATA",e8bda71a-6de2-48f0-862e-295c6a9a8f12,hdd_0898,,DT01ACA100,HDD,1000GB
,1000,hdd,"2.5""",SATA 6.0 Gb/s,,Hitachi,"Hitachi Travelstar 7K1000 1TB HDD 7200RPM 2.5"" SATA 6.0 Gb/s",e90dcfdd-b220-4e0a-a29f-941e03e102a1,hdd_0899,,Travelstar,HDD,1000GB
,6000,hdd,"3.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital Blue 6TB HDD 3.5"" 5400RPM SATA 6.0 Gb/s Internal",e9ab5434-4bb2-4a01-9f1e-9a4888d0ab31,hdd_0900,,Blue,HDD,6000GB
,1000,hdd,"3.5""",SATA 3.0 Gb/s,,Western Digital,"Western Digital Caviar Black 1TB HDD 3.5"" 7200RPM SATA",e9f721ca-46bf-45fc-b480-a145910ff336,hdd_0901,,Caviar,HDD,1000GB
,5000,hdd,"3.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital Red 5TB 3.5"" HDD 5400RPM SATA",ea1b69b2-777a-4b3b-acef-d7c0544fd190,hdd_0902,,Red,HDD,5000GB
